chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
75.0,100.0,232917,0,0,0,0,0,1,0.5,1.2,0,Arijanet,0.0,568,False,Calf injury - 75% chance of playing,2024-08-17T20:30:06.519689Z,45,232917.jpg,0.0,Muric,0.4,False,,d,10,40,0,223,223,3471,3471,0.0,0.0,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,405,59,408,49,350,49,416,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,31,415,59,415,59,274,39,0.0,0.0
,,108053,0,0,0,0,0,2,-0.5,0.0,0,Conor,0.0,583,False,,,40,108053.jpg,0.0,Townsend,0.4,False,,a,10,40,0,1434,1434,1910,1910,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,291,100,281,95,206,60,302,101,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552,157,299,94,299,94,271,101,0.0,0.0
,,172453,0,0,0,0,0,3,0.7,1.2,1,Sam,1.0,611,False,,,60,172453.jpg,1.0,Szmodics,0.2,False,,a,10,40,1,2063,2063,1265,1265,0.2,0.2,Szmodics,16,0,0,0,0,0,0,0,0,0,0,0,2,3.4,10.3,0.0,1.4,0,0.00,0.02,0.02,0.58,237,112,112,76,587,259,230,111,,,,,,,0.0,0.0,0.11,0.11,3.26,0.0,74,49,271,132,271,132,397,138,0.0,0.0
,,454667,0,0,0,0,0,3,-0.5,0.0,0,Jens,0.0,619,False,,,45,454667.jpg,0.0,Cajuste,0.0,False,,a,10,40,0,67,67,2,2,0.0,0.0,Cajuste,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,423,155,427,162,374,128,434,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,229,434,160,434,160,620,279,0.0,0.0
,,536916,0,0,0,0,0,3,1.1,1.1,2,Facundo,2.0,117,False,,,50,536916.jpg,2.0,Buonanotte,0.1,False,,a,11,13,2,1195,1195,551,551,0.4,0.4,Buonanotte,78,0,0,0,1,0,0,0,0,0,0,0,13,11.4,19.9,0.0,3.1,1,0.00,0.19,0.19,0.98,144,54,46,37,541,233,122,72,,,,,,,0.0,0.0,0.22,0.22,1.13,1.15,319,206,144,69,144,69,443,159,1.15,0.0
,,225902,0,0,0,0,0,3,0.5,0.5,1,Boubakary,1.0,285,False,,,45,225902.jpg,1.0,Soumaré,0.2,False,,a,11,13,1,1142,1142,1036,1036,0.2,0.2,B.Soumaré,11,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.25,274,136,250,139,341,116,286,140,,,,,,,0.0,0.0,0.0,0.0,2.05,0.0,418,217,198,90,198,90,353,120,0.0,0.0
,,461416,0,0,0,0,0,4,0.5,0.5,0,Tom,0.0,286,False,,,45,461416.jpg,0.0,Cannon,1.4,False,,a,11,13,0,10061,10061,7036,7036,0.0,0.0,Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,426,30,430,37,379,34,437,37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,66,437,38,437,38,161,29,0.0,0.0
,,197469,0,0,0,0,0,3,0.5,0.5,0,Hamza,0.0,287,False,,,45,197469.jpg,0.0,Choudhury,0.3,False,,a,11,13,0,928,928,1305,1305,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,383,143,385,150,320,115,394,146,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,389,215,391,148,391,148,309,101,0.0,0.0
0.0,0.0,94147,0,0,0,0,0,2,0.0,0.0,0,Conor,0.0,288,False,Hamstring injury - Expected back 14 Sep,2024-08-12T14:30:04.626270Z,40,94147.jpg,0.0,Coady,0.2,False,,i,11,13,0,138,138,2746,2746,0.0,0.0,Coady,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,288,98,278,93,203,58,299,99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,548,154,296,92,296,92,338,123,0.0,0.0
0.0,0.0,245419,0,0,0,0,0,4,0.0,0.0,0,Patson,0.0,289,False,Ankle injury - Unknown return date,2024-08-12T14:30:04.636525Z,50,245419.jpg,0.0,Daka,0.3,False,,i,11,13,0,184,184,6115,6115,0.0,0.0,Daka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,521,39,533,46,502,43,533,46,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,262,49,533,47,533,47,321,49,0.0,0.0
,,96994,0,0,0,0,0,3,1.5,1.5,2,Bobby,2.0,290,False,,,55,96994.jpg,2.0,De Cordova-Reid,0.2,False,,a,11,13,2,538,538,877,877,0.4,0.4,De Cordova-Reid,85,0,0,0,1,0,0,0,0,0,0,0,2,4.4,2.8,4.0,1.1,1,0.06,0.01,0.07,1.04,225,102,160,106,146,83,240,117,,,,,,,0.06,0.0,0.01,0.07,1.1,1.06,105,64,146,70,146,70,394,137,1.06,0.0
,,218218,0,0,0,0,0,2,0.5,0.5,1,Wout,1.0,291,False,,,40,218218.jpg,1.0,Faes,7.0,False,,a,11,13,1,20204,20204,10810,10810,0.2,0.2,Faes,90,0,0,0,1,0,0,0,1,0,0,0,7,15.4,0.3,0.0,1.6,1,0.00,0.00,0.00,1.23,100,40,246,82,226,72,209,69,,,,,,,0.0,0.0,0.0,0.0,1.23,1.0,574,171,179,53,179,53,57,19,1.0,0.0
,,549640,0,0,0,0,0,3,0.5,0.5,0,Michael,0.0,292,False,,,45,549640.jpg,0.0,Golding,0.1,False,,a,11,13,0,211,211,343,343,0.0,0.0,Golding,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,470,189,476,196,431,164,481,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,268,482,194,482,194,510,202,0.0,0.0
,,467189,0,0,0,0,0,1,1.7,1.7,3,Mads,3.0,293,False,,,45,467189.jpg,3.0,Hermansen,0.4,False,,a,11,13,3,3174,3174,1321,1321,0.7,0.7,Hermansen,90,0,0,0,1,0,0,0,0,0,5,0,15,41.6,0.0,0.0,4.2,1,0.00,0.00,0.00,1.23,14,3,438,53,387,53,77,3,,,,,,,0.0,5.0,0.0,0.0,1.23,1.0,470,35,66,10,66,10,261,37,1.0,0.0
,,207270,0,0,0,0,0,1,0.5,0.5,0,Daniel,0.0,294,False,,,40,207270.jpg,0.0,Iversen,0.8,False,,a,11,13,0,1630,1630,1256,1256,0.0,0.0,Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,307,32,297,13,222,13,318,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,570,51,314,33,314,33,207,30,0.0,0.0
,,220627,0,0,0,0,0,2,1.4,1.4,2,James,2.0,295,False,,,45,220627.jpg,2.0,Justin,0.3,False,,a,11,13,2,1580,1580,1011,1011,0.4,0.4,Justin,90,0,0,0,1,0,0,0,0,0,0,0,15,24.0,9.1,5.0,3.8,1,0.06,0.01,0.07,1.23,51,12,115,24,126,31,84,12,,,,,,,0.06,0.0,0.01,0.07,1.23,1.0,411,103,110,38,110,38,314,117,1.0,0.0
,,481510,0,0,0,0,0,2,1.4,1.4,2,Victor,2.0,296,False,,,45,481510.jpg,2.0,Kristiansen,0.1,False,,a,11,13,2,630,630,514,514,0.4,0.4,Kristiansen,90,0,0,0,1,0,0,0,0,0,0,0,9,22.2,8.9,0.0,3.1,1,0.00,0.03,0.03,1.23,59,14,116,25,393,171,117,29,,,,,,,0.0,0.0,0.03,0.03,1.23,1.0,477,140,114,42,114,42,422,158,1.0,0.0
,,461584,0,0,0,0,0,3,0.5,0.5,0,Wanya,0.0,297,False,,,45,461584.jpg,0.0,Marçal-Madivádua,0.1,False,,a,11,13,0,213,213,316,316,0.0,0.0,Marcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,428,157,432,164,381,130,439,160,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,464,231,439,162,439,162,519,210,0.0,0.0
,,154048,0,0,0,0,0,3,1.5,1.5,1,Stephy,1.0,298,False,,,55,154048.jpg,1.0,Mavididi,0.5,False,,a,11,13,1,1380,1380,4357,4357,0.2,0.2,Mavididi,11,0,0,0,0,0,0,0,0,0,0,0,4,6.2,14.1,0.0,2.0,0,0.00,0.03,0.03,0.25,207,92,82,61,559,241,183,94,1.0,,1.0,,3.0,,0.0,0.0,0.25,0.25,2.05,0.0,119,70,261,125,261,125,246,81,0.0,0.0
,,461587,0,0,0,0,0,3,1.1,1.1,1,Kasey,1.0,299,False,,,50,461587.jpg,1.0,McAteer,0.0,False,,a,11,13,1,150,150,376,376,0.2,0.2,McAteer,4,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.1,4.0,0.8,0,0.02,0.00,0.02,0.19,228,103,268,145,145,82,252,123,,,,,,,0.45,0.0,0.0,0.45,4.28,0.0,284,183,245,116,245,116,528,216,0.0,0.0
,,203341,0,0,0,0,0,3,1.1,1.1,2,Wilfred,2.0,300,False,,,50,203341.jpg,2.0,Ndidi,0.2,False,,a,11,13,2,1025,1025,1026,1026,0.4,0.4,Ndidi,90,0,0,0,1,0,0,0,0,0,0,0,14,24.0,1.1,23.0,4.8,1,0.07,0.01,0.08,1.23,52,20,215,131,35,25,63,44,,,,,,,0.07,0.0,0.01,0.08,1.23,1.0,228,147,130,57,130,57,388,133,1.0,0.0
,,473341,0,0,0,0,0,2,0.5,0.5,0,Caleb,0.0,301,False,,,40,473341.jpg,0.0,Okoli,0.2,False,,a,11,13,0,553,553,1011,1011,0.0,0.0,Okoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,332,122,323,118,249,84,343,123,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,600,186,341,117,341,117,357,131,0.0,0.0
,,111931,0,0,0,0,0,2,1.4,1.4,0,Ricardo,0.0,302,False,,,45,111931.jpg,0.0,Barbosa Pereira,0.2,False,,a,11,13,0,317,317,1486,1486,0.0,0.0,Ricardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,370,148,369,147,302,119,381,149,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,364,67,377,142,377,142,347,128,0.0,0.0
0.0,0.0,194190,0,0,0,0,0,2,0.0,0.0,0,Harry,0.0,303,False,Season long loan to Sheffield United,2024-08-07T08:21:01.638839Z,40,194190.jpg,0.0,Souttar,0.0,False,,u,11,13,0,0,0,358,358,0.0,0.0,Souttar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,303,107,293,102,218,67,314,108,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,566,166,310,100,310,100,574,193,0.0,0.0
0.0,0.0,436680,0,0,0,0,0,1,0.0,0.0,0,Jakub,0.0,304,False,Ankle injury - Expected back 25 Jan,2024-07-25T11:00:04.015354Z,40,436680.jpg,0.0,Stolarczyk,0.0,False,,i,11,13,0,148,148,175,175,0.0,0.0,Stolarczyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,321,39,312,20,238,20,332,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,588,58,330,40,330,40,523,63,0.0,0.0
,,244619,0,0,0,0,0,2,0.5,0.5,0,Luke,0.0,305,False,,,40,244619.jpg,0.0,Thomas,0.6,False,,a,11,13,0,1008,1008,2365,2365,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,315,114,306,110,232,76,326,115,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,581,176,324,109,324,109,229,83,0.0,0.0
100.0,25.0,101668,0,0,0,0,0,4,1.2,0.3,8,Jamie,8.0,306,False,,2024-08-12T14:30:04.652324Z,55,101668.jpg,8.0,Vardy,2.5,False,,a,11,13,8,90652,90652,17666,17666,1.5,1.5,Vardy,78,1,0,0,1,0,0,0,0,0,0,2,33,40.4,0.1,54.0,9.5,1,0.80,0.00,0.80,0.98,16,4,271,33,6,2,13,4,,,,,1.0,,0.92,0.0,0.0,0.92,1.13,1.15,107,31,15,5,15,5,114,18,1.15,0.0
,,93100,0,0,0,0,0,2,0.5,0.5,2,Jannik,2.0,307,False,,,40,93100.jpg,2.0,Vestergaard,2.0,False,,a,11,13,2,23709,23709,4835,4835,0.5,0.5,Vestergaard,90,0,0,0,1,0,0,0,0,0,0,0,6,15.8,0.3,0.0,1.6,1,0.00,0.00,0.00,1.23,96,36,245,81,202,57,208,68,,,,,,,0.0,0.0,0.0,0.0,1.23,1.0,547,153,90,26,90,26,140,51,1.0,0.0
,,95463,0,0,0,0,0,1,0.5,0.5,0,Danny,0.0,308,False,,,40,95463.jpg,0.0,Ward,2.6,False,,a,11,13,0,6831,6831,4394,4394,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,289,25,279,6,204,6,300,25,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549,44,297,26,297,26,110,17,0.0,0.0
,,157668,0,0,0,0,0,3,0.5,0.5,2,Harry,2.0,309,False,,,45,157668.jpg,2.0,Winks,13.8,False,,a,11,13,2,45041,45041,24953,24953,0.4,0.4,Winks,90,0,0,0,1,0,0,0,0,0,0,0,17,18.6,15.9,0.0,3.5,1,0.00,0.03,0.03,1.23,79,28,63,50,310,114,91,60,,,,,,,0.0,0.0,0.03,0.03,1.23,1.0,373,214,99,45,99,45,30,13,1.0,0.0
,,531442,0,0,0,0,0,3,1.5,1.5,8,Abdul,8.0,570,False,,,55,531442.jpg,8.0,Fatawu,0.5,False,,a,11,13,8,11830,11830,1975,1975,1.5,1.5,A.Fatawu,90,0,1,0,1,0,0,0,0,0,0,3,37,45.0,32.5,2.0,8.0,1,0.00,0.60,0.60,1.23,13,7,21,19,186,103,20,14,,,,,,,0.0,0.0,0.6,0.6,1.23,1.0,171,105,19,8,19,8,245,80,1.0,0.0
,,532534,0,0,0,0,0,3,0.5,0.5,0,Will,0.0,606,False,,,45,532534.jpg,0.0,Alves,0.1,False,,a,11,13,0,868,868,427,427,0.0,0.0,Alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,465,184,471,191,426,159,476,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,516,263,477,189,477,189,483,183,0.0,0.0
,,501770,0,0,0,0,0,2,0.5,0.5,0,Ben,0.0,616,False,,,40,501770.jpg,0.0,Nelson,0.0,False,,a,11,13,0,187,187,13,13,0.0,0.0,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,338,126,329,122,255,88,349,127,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,190,347,121,347,121,600,200,0.0,0.0
,,116535,0,0,0,0,0,1,4.5,5.0,7,Alisson,7.0,310,False,,,55,116535.jpg,7.0,Ramses Becker,10.8,False,,a,12,14,7,26745,26745,24035,24035,1.3,1.3,A.Becker,90,0,0,1,0,0,0,0,0,0,2,1,28,18.4,0.0,0.0,1.8,1,0.00,0.00,0.00,0.45,82,17,571,64,555,64,199,17,,,,,,,0.0,2.0,0.0,0.0,0.45,0.0,110,2,29,5,29,5,38,8,1.0,1.0
,,169187,0,0,0,0,0,2,4.5,5.0,8,Trent,8.0,311,False,,,70,169187.jpg,8.0,Alexander-Arnold,30.5,False,,a,12,14,8,76409,76409,31928,31928,1.1,1.1,Alexander-Arnold,76,0,0,1,0,0,0,0,0,0,0,2,31,9.0,43.7,3.0,5.6,1,0.06,1.00,1.06,0.41,172,70,7,2,160,41,53,4,1.0,,1.0,,,,0.07,0.0,1.18,1.25,0.49,0.0,28,1,21,4,21,4,11,4,1.18,1.18
,,535928,0,0,0,0,0,3,1.5,2.0,0,Stefan,0.0,312,False,,,45,535928.jpg,0.0,Bajčetić Maquieira,0.2,False,,a,12,14,0,771,771,1455,1455,0.0,0.0,Bajcetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,467,186,473,193,428,161,478,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,518,265,479,191,479,191,377,127,0.0,0.0
,,492777,0,0,0,0,0,2,2.9,3.4,1,Conor,1.0,313,False,,,50,492777.jpg,1.0,Bradley,0.6,False,,a,12,14,1,1846,1846,6015,6015,0.2,0.2,Bradley,13,0,0,0,0,0,0,0,0,0,0,0,3,7.4,1.9,40.0,4.9,0,0.24,0.02,0.26,0.04,189,78,173,46,12,1,62,7,,,,,,,1.66,0.0,0.14,1.8,0.28,0.0,304,42,251,89,251,89,225,80,0.0,0.0
,,491970,0,0,0,0,0,3,1.5,2.0,0,Bobby,0.0,315,False,,,45,491970.jpg,0.0,Clark,0.1,False,,a,12,14,0,385,385,597,597,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,445,168,451,175,404,141,456,171,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,243,456,173,456,173,495,188,0.0,0.0
,,447203,0,0,0,0,0,4,2.9,3.4,0,Darwin,0.0,316,False,,,75,447203.jpg,0.0,Núñez Ribeiro,4.9,False,,a,12,14,0,10008,10008,95431,95431,0.0,0.0,Darwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,619,71,620,72,619,72,620,72,,,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,9,618,72,618,72,73,12,0.0,0.0
,,194634,0,0,0,0,0,3,3.1,3.6,8,Diogo,8.0,317,False,,,75,194634.jpg,8.0,Teixeira da Silva,18.3,False,,a,12,14,8,173290,173290,23377,23377,1.1,1.1,Diogo J.,78,1,0,1,0,0,0,0,0,0,0,0,24,36.8,4.9,41.0,8.3,1,0.95,0.04,0.99,0.41,21,12,133,91,11,7,17,11,,,,,,,1.1,0.0,0.05,1.15,0.47,0.0,17,11,23,10,23,10,19,7,1.15,1.15
,,496208,0,0,0,0,0,3,1.5,2.0,0,Ben,0.0,318,False,,,45,496208.jpg,0.0,Doak,0.1,False,,a,12,14,0,290,290,515,515,0.0,0.0,Doak,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,449,171,455,178,408,144,460,174,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,246,460,176,460,176,506,198,0.0,0.0
,,444884,0,0,0,0,0,3,2.5,3.0,0,Harvey,0.0,319,False,,,55,444884.jpg,0.0,Elliott,1.1,False,,a,12,14,0,3030,3030,17779,17779,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,576,255,585,258,575,251,585,258,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,152,92,581,258,581,258,181,59,0.0,0.0
,,158983,0,0,0,0,0,3,2.1,2.6,0,Endo,0.0,320,False,,,50,158983.jpg,0.0,Wataru,0.2,False,,a,12,14,0,865,865,3226,3226,0.0,0.0,Endo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,497,209,506,215,469,188,508,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,206,130,510,214,510,214,368,124,0.0,0.0
,,243298,0,0,0,0,0,4,2.9,3.4,0,Cody,0.0,321,False,,,75,243298.jpg,0.0,Gakpo,3.6,False,,a,12,14,0,7418,7418,65348,65348,0.0,0.0,Gakpo,11,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,1.8,6.0,0.8,0,0.00,0.00,0.00,0.04,618,70,183,20,124,23,259,25,,,,,,,0.0,0.0,0.0,0.0,0.33,0.0,20,8,617,71,617,71,91,14,0.0,0.0
,,171287,0,0,0,0,0,2,2.9,3.4,0,Joe,0.0,322,False,,,50,171287.jpg,0.0,Gomez,0.6,False,,a,12,14,0,1259,1259,7680,7680,0.0,0.0,Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,499,187,509,188,471,181,510,188,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,212,22,512,187,512,187,232,85,0.0,0.0
,,441266,0,0,0,0,0,3,2.1,2.6,3,Ryan,3.0,323,False,,,50,441266.jpg,3.0,Gravenberch,0.2,False,,a,12,14,3,5898,5898,1633,1633,0.6,0.6,Gravenberch,90,0,0,1,0,0,0,0,0,0,0,0,6,6.2,10.4,0.0,1.7,1,0.00,0.39,0.39,0.45,206,91,111,75,514,216,205,100,,,,,,,0.0,0.0,0.39,0.39,0.45,0.0,277,178,73,27,73,27,350,117,1.0,1.0
,,206915,0,0,0,0,0,3,2.5,3.0,0,Curtis,0.0,324,False,,,55,206915.jpg,0.0,Jones,0.1,False,,a,12,14,0,243,243,1416,1416,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,251,579,254,565,244,579,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,133,79,574,253,574,253,438,156,0.0,0.0
,,200720,0,0,0,0,0,1,2.7,3.2,0,Caoimhin,0.0,325,False,,,45,200720.jpg,0.0,Kelleher,0.3,False,,a,12,14,0,392,392,2504,2504,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,386,56,388,45,323,45,397,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394,27,394,56,394,56,312,46,0.0,0.0
,,204716,0,0,0,0,0,2,2.9,3.4,1,Ibrahima,1.0,326,False,,,50,204716.jpg,1.0,Konaté,1.8,False,,a,12,14,1,10897,10897,16605,16605,0.2,0.2,Konaté,45,0,0,0,0,0,0,0,0,0,0,0,12,14.2,0.3,0.0,1.5,0,0.00,0.00,0.00,0.15,114,47,252,86,483,184,220,75,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,231,26,227,83,227,83,146,54,0.0,0.0
,,244731,0,0,0,0,0,3,3.1,3.6,3,Luis,3.0,327,False,,,75,244731.jpg,3.0,Díaz,8.3,False,,a,12,14,3,19041,19041,51716,51716,0.4,0.4,Luis Díaz,90,0,0,1,0,0,0,0,0,0,0,0,13,9.6,37.1,31.0,7.8,1,0.46,0.38,0.84,0.45,164,69,18,16,21,13,24,18,,,,,,,0.46,0.0,0.38,0.84,0.45,0.0,21,13,86,40,86,40,49,17,1.0,1.0
,,118748,0,0,0,0,1,3,4.5,5.0,14,Mohamed,14.0,328,True,,,125,118748.jpg,14.0,Salah,35.5,False,,a,12,14,14,152108,152108,24054,24054,1.1,1.1,M.Salah,90,1,1,1,0,0,0,0,0,0,0,3,38,58.0,24.4,70.0,15.2,1,0.70,0.15,0.85,0.45,3,2,36,31,3,3,2,2,,,4.0,,2.0,,0.7,0.0,0.15,0.85,0.45,0.0,2,1,1,1,1,1,5,2,1.0,1.0
,,243016,0,0,0,0,0,3,2.8,3.3,3,Alexis,3.0,329,False,,,65,243016.jpg,3.0,Mac Allister,2.6,False,,a,12,14,3,11257,11257,20641,20641,0.5,0.5,Mac Allister,90,0,0,1,0,0,0,0,0,0,0,0,7,2.6,9.3,7.0,1.9,1,0.10,0.06,0.16,0.45,247,118,114,78,105,66,192,98,5.0,,,,,,0.1,0.0,0.06,0.16,0.45,0.0,56,36,81,35,81,35,111,37,1.0,1.0
,,491501,0,0,0,0,0,3,1.5,2.0,0,James,0.0,330,False,,,45,491501.jpg,0.0,McConnell,0.0,False,,a,12,14,0,158,158,325,325,0.0,0.0,McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,442,165,448,172,401,138,453,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,487,240,453,170,453,170,545,230,0.0,0.0
,,440148,0,0,0,0,0,3,1.5,2.0,0,Tyler,0.0,331,False,,,45,440148.jpg,0.0,Morton,0.1,False,,a,12,14,0,224,224,375,375,0.0,0.0,Morton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,417,150,421,157,366,123,428,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,224,428,155,428,155,517,208,0.0,0.0
,,197464,0,0,0,0,0,2,1.5,2.0,0,Nathaniel,0.0,332,False,,,40,197464.jpg,0.0,Phillips,0.2,False,,a,12,14,0,664,664,1262,1262,0.0,0.0,N.Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,305,109,295,104,220,69,316,110,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,168,312,102,312,102,378,143,0.0,0.0
,,441428,0,0,0,0,0,2,2.4,2.9,1,Jarell,1.0,333,False,,,45,441428.jpg,1.0,Quansah,4.9,False,,a,12,14,1,8692,8692,132676,132676,0.2,0.2,Quansah,45,0,0,0,0,0,0,0,0,0,0,0,7,15.8,0.5,0.0,1.6,1,0.00,0.00,0.00,0.31,97,37,235,75,368,163,211,71,,,,,,,0.0,0.0,0.0,0.0,0.62,0.0,449,129,204,76,204,76,74,28,2.0,0.0
,,219937,0,0,0,0,0,2,1.5,2.0,0,Rhys,0.0,334,False,,,40,219937.jpg,0.0,Williams,0.2,False,,a,12,14,0,724,724,1289,1289,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,311,112,301,107,227,73,322,113,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,172,318,105,318,105,361,134,0.0,0.0
